asset_id,asset_type,material_type,age_years,crack_index,corrosion_level,vibration_rms,avg_daily_traffic,heavy_vehicle_pct,avg_temperature_f,humidity_pct,flood_risk_score,inspections_per_year,years_since_last_repair,strain_peak_microstrain,displacement_mm,failure_probability,failure_within_5yrs
A215891,Pipeline,Concrete,11.1,0.182,0.181,1.847,16945.0,0.335,67.6,76.4,0.6,1.64,9.9,148.4,0.05,0.415,0
A215892,Road,Concrete,19.6,0.679,0.78,5.394,12883.0,0.169,82.9,76.2,0.449,1.12,0.0,94.5,5.1,0.667,1
A215893,Road,Steel,56.0,0.617,0.573,14.467582823518104,16963.0,0.26,79.7,41.4,0.235,0.17,4.3,1518.179472746542,9.49,0.464,0
A215894,Pipeline,Steel,47.0,0.196,0.0,2.309,19722.0,0.298,87.9,,0.353,0.13,10.6,210.5,7.42,0.163,0
A215895,Building,Composite,32.1,0.749,0.631,7.118,0.0,0.189,69.1,66.5,0.28,0.27,10.8,397.0,5.82,0.452,0
A215896,Power_System,Asphalt,64.6,0.796,0.055,5.971,14244.0,0.246,54.8,33.1,0.146,2.3,4.8,366.5,5.72,0.467,0
A215897,Bridge,Concrete,34.9,0.247,0.782,2.354,20462.0,0.316,27.8,,0.397,1.4,0.0,209.5,4.45,0.445,0
A215898,Building,Steel,35.6,0.358,1.0,4.592,28480.0,0.067,36.4,79.5,0.235,1.56,0.0,269.1,8.82,0.461,0
A215899,Road,Concrete,49.1,0.33,1.0,4.861,27340.0,0.343,40.3,67.7,0.108,3.15,5.3,326.8,3.91,0.538,0
A215900,Pipeline,Asphalt,27.6,0.829,0.335,1.525,24628.0,0.134,82.9,91.3,0.115,0.99,3.8,32.3,5.11,0.414,0
A215901,Pipeline,Concrete,1.0,,0.221,3.74,137.0,0.228,82.6,61.5,0.394,,15.2,77.3,5.22,0.32,0
A215902,Building,Concrete,64.8,0.656,0.21,0.05,1810.0,0.312,54.1,52.8,0.088,2.21,7.0,219.3,12.06,0.414,0
A215903,Road,Steel,28.8,0.52,0.325,3.663,22724.0,0.267,32.5,59.1,0.352,2.98,14.6,322.9,11.06,0.377,0
A215904,Road,Concrete,32.6,0.447,1.0,4.387,16278.0,0.035,43.7,52.2,0.446,1.11,5.3,121.9,1.19,0.602,0
A215905,Pipeline,Concrete,49.7,0.459,0.872,4.667,11730.0,0.192,78.2,87.6,0.787,2.66,5.3,360.3,10.14,0.493,0
A215906,Power_System,Asphalt,92.4,0.6893757886758584,0.114,5.343,21945.0,0.302,60.3,66.3,0.263,2.45,9.5,232.8,5.43,0.446,0
A215907,Road,Asphalt,29.4,0.663,,4.102,18203.0,0.187,82.6,100.0,0.514,,2.1,328.2,6.94,0.362,0
A215908,Road,Steel,45.3,0.662,0.243,3.649,29157.0,0.202,62.4,68.3,0.0,0.1,0.0,415.8,8.61,0.249,0
A215909,Pipeline,Composite,30.9,0.396,0.86,1.398,11595.0,0.111,53.0,40.6,0.363,1.93,5.7,169.2,5.02,0.325,0
A215910,Power_System,Steel,28.3,,0.582,1.223,26864.0,0.227,62.2,75.9,0.139,1.71,5.2,349.1,12.34,0.313,0
A215911,Bridge,Steel,30.7,0.409,1.0,1.725,17880.0,0.146,91.2,61.8,0.745,1.53,5.0,237.9,4.32,0.617,0
A215912,Pipeline,Composite,50.1,0.728,0.415,2.988,22271.0,0.24,35.1,59.4,0.596,1.23,0.5,191.7,9.47,0.529,0
A215913,Pipeline,Steel,55.3,0.671,0.64,,27328.0,0.285,44.5,53.8,0.972,0.49,2.7,48.5,0.23,0.483,0
A215914,Building,Concrete,44.7,0.235,0.538,4.025,31222.0,0.383,57.8,64.7,0.443,0.91,3.5,230.2,3.15,0.298,0
A215915,Road,Steel,66.3,0.389,0.878,1.926,0.0,0.127,38.5,37.1,0.474,0.1,1.4,323.7,9.91,0.535,1
A215916,Pipeline,Asphalt,42.8,0.87,0.699,3.173,11590.0,0.295,81.8,84.5,0.491,1.12,1.7,109.4,1.51,0.622,0
A215917,Road,Asphalt,4.0,0.374,0.216,2.672,10364.0,0.022,85.6,100.0,0.838,2.49,4.5,200.9,8.78,0.159,0
A215918,Road,Asphalt,50.2,0.358,0.392,5.814,,0.28,80.7,67.6,0.312,0.1,0.0,111.0,3.44,0.347,0
A215919,Bridge,Steel,60.9,0.253,0.235,5.064,1950.0,0.245,86.1,83.4,0.018,1.65,9.4,131.6,3.63,0.216,0
A215920,Road,Concrete,28.3,,0.106,1.614,,0.185,52.4,51.6,0.663,1.36,0.0,59.0,10.61,0.25,0
A215921,Road,Composite,9.8,0.457,,4.264,5833.0,0.237,82.1,61.1,0.445,0.71,9.8,15.0,8.48,0.414,0
A215922,Road,Concrete,62.2,0.113,0.348,4.507,,0.164,46.7,81.2,0.617,2.35,12.9,168.3,11.71,0.416,0
A215923,Road,Concrete,86.9,0.5391229829238448,0.563,3.34,848.0,0.133,94.5,60.9,0.412,0.64,6.1,264.9,3.58,0.434,0
A215924,Road,Steel,17.1,0.169,0.584,,18939.0,0.167,62.1,82.8,0.595,1.93,3.2,139.9,10.49,0.397,0
A215925,Road,Steel,50.2,0.839,0.77,4.069,15602.0,0.055,67.7,,0.375,2.21,11.0,174.0,9.01,0.636,0
A215926,Road,Asphalt,49.8,,,4.085,20395.0,0.152,72.9,49.3,0.187,1.94,7.7,154.9,0.41,0.742,1
A215927,Pipeline,Steel,18.1,,,3.048,22909.0,0.22,70.1,86.6,0.591,3.55,6.7,262.2,3.47,0.363,0
A215928,Pipeline,Concrete,39.2,0.261,0.198,3.032,15722.0,0.106,45.0,79.3,0.163,1.88,3.8,343.8,5.17,0.196,1
A215929,Power_System,Steel,13.7,0.699,0.563,2.154,31323.0,0.215,41.9,85.5,0.469,1.62,2.6,15.0,8.82,0.386,0
A215930,Bridge,Concrete,50.6,0.33,,6.874,,0.03,56.3,92.7,0.673,,1.0,189.3,7.93,0.352,0
A215931,Building,Concrete,40.0,0.411,0.485,1.583,22349.0,0.327,64.6,71.6,0.0,1.0,8.8,198.6,6.78,0.302,0
A215932,Bridge,Steel,43.9,0.593,0.021,1.996,,0.421,61.4,85.9,0.751,4.49,9.3,,9.52,0.305,0
A215933,Bridge,Composite,57.8,0.547,0.133,1.606,,0.27,52.4,79.7,0.352,2.23,5.8,269.5,1.54,0.15,0
A215934,Bridge,Concrete,21.5,0.027,0.697,4.197,0.0,0.104,68.0,25.3,0.283,0.39,13.0,419.0,1.64,0.343,0
A215935,Road,Concrete,39.6,0.359,0.342,4.813,23256.0,0.195,41.4,85.0,0.246,2.12,4.4,73.7,4.66,0.277,0
A215936,Bridge,Steel,40.3,0.595,0.369,1.865,9511.0,0.148,40.6,44.9,0.0,1.6,10.5,195.9,10.42,0.481,0
A215937,Bridge,Steel,65.5,0.503,0.0,,10221.0,0.143,68.3,81.2,0.0,2.25,0.0,239.7,2.76,0.204,0
A215938,Pipeline,Steel,4.5,0.6,,,8710.0,0.148,67.5,76.1,0.448,1.51,14.5,252.0,10.1,0.276,0
A215939,Pipeline,Steel,24.2,0.619,0.699,4.546,27248.0,0.258,69.7,99.6,0.241,3.45,10.7,271.0,6.82,0.498,0
A215940,Bridge,Composite,15.8,0.593,0.7,3.736,26576.0,0.212,67.7,79.1,0.293,2.22,4.2,57.3,7.93,0.464,0
A215941,Pipeline,Steel,22.7,0.492,0.0,4.895,2339.0,0.012,108.4,90.0,0.517,3.19,4.4,261.6,2.68,0.401,0
A215942,Road,Steel,49.4,0.162,0.538,1.018,51352.0,0.262,52.3,75.9,0.603,0.66,11.3,77.9,5.58,0.446,0
A215943,Building,Steel,47.5,0.219,0.465,4.027,20089.0,0.358,30.9,62.0,0.759,2.15,13.5,283.0,0.05,0.392,0
A215944,Pipeline,Composite,24.5,,0.34,5.036,28669.0,0.13,30.2,40.4,0.76,1.41,4.5,287.4,0.284,0.274,0
A215945,Pipeline,Steel,44.8,0.534,0.284,5.022,56372.0,0.152,82.6,84.1,0.633,0.21,7.5,232.7,5.14,0.222,0
A215946,Power_System,Concrete,20.9,0.301,0.553,5.521,14113.0,0.166,88.5,55.7,0.351,2.84,6.5,181.6,3.49,0.313,0
A215947,Road,Steel,36.3,0.492,0.892,0.05,,0.338,63.4,68.8,0.349,2.36,9.4,235.0,7.75,0.413,0
A215948,Road,Steel,9.1,0.0,0.668,2.923,19592.0,0.327,74.3,62.8,0.151,3.66,6.8,151.2,7.49,0.025,1
A215949,Building,Asphalt,33.2,0.22,0.784,4.524,7489.0,0.213,81.6,67.6,0.565,2.49,0.0,116.1,11.96,0.437,0
A215950,Building,Steel,52.9,0.474,0.359,5.848,10953.0,0.198,51.7,,0.42,0.76,10.1,343.5,8.72,0.261,0
A215951,Bridge,Concrete,53.2,0.63,0.713,2.757,4263.0,0.07,65.6,68.9,0.0,1.61,3.3,184.2,4.19,0.423,0
A215952,Bridge,Steel,36.4,0.353,0.458,1.796,18888.0,0.171,74.0,37.2,0.274,1.02,8.8,129.9,5.99,0.315,0
A215953,Road,Concrete,50.5,0.611,0.584,3.092,23682.0,0.25,26.2,37.9,0.153,1.3,6.4,152.2,4.33,0.449,0
A215954,Power_System,Composite,28.8,0.329,0.0,3.05,8300.0,0.133,51.6,64.8,0.788,1.1,2.8,392.2,3.85,0.241,0
A215955,Bridge,Concrete,36.6,0.862,,3.799,5857.0,0.199,75.0,60.5,0.745,0.1,18.1,222.4,0.71,0.592,0
A215956,Bridge,Concrete,54.4,0.608,0.662,1.28,0.0,0.211,80.8,48.6,0.622,0.75,7.3,290.2,0.05,0.399,0
A215957,Power_System,Steel,45.7,0.436,0.203,0.252,16934.0,0.11,42.0,60.5,0.085,0.1,0.0,180.2,7.23,0.242,0
A215958,Bridge,Asphalt,11.2,0.492,0.697,6.06,23554.0,0.145,69.1,100.0,0.611,2.02,0.0,236.3,2.94,0.391,0
A215959,Road,Concrete,37.1,0.374,0.269,2.375,6574.0,0.167,83.7,47.8,0.174,,0.6,322.5,1.8,0.278,0
A215960,Building,Steel,52.0,0.504,0.319,3.006,22816.0,0.046,16.3,100.0,0.0,0.43,5.3,179.1,4.58,0.34,0
A215961,Road,Steel,53.4,0.73,0.851,,2890.0,0.288,92.0,76.2,0.31,0.55,6.8,15.0,0.05,0.528,0
A215962,Bridge,Composite,54.4,0.678,0.333,3.241,12404.0,0.309,62.6,48.1,0.415,,17.6,236.7,11.05,0.429,0
A215963,Road,Steel,26.6,0.299,0.077,,20616.0,0.312,48.3,76.0,0.654,0.58,5.6,165.4,7.02,0.121,0
A215964,Building,Composite,29.6,0.292,0.493,3.625,9084.0,0.201,90.2,66.0,0.0,1.4,14.0,15.0,8.85,0.381,0
A215965,Bridge,Steel,32.1,0.852,0.131,2.989,979.0,0.152,39.1,69.0,0.5,3.67,15.8,155.4,6.34,0.326,0
A215966,Road,Asphalt,9.6,0.93,0.067,3.821,15157.0,0.106,51.4,32.2,0.288,1.19,8.3,109.2,7.28,0.38,0
A215967,Road,Concrete,10.4,0.339,0.178,1.722,33198.0,0.093,84.6,57.5,0.363,1.66,9.8,189.0,0.05,0.318,0
A215968,Bridge,Concrete,48.4,0.531,0.292,3.374,15083.0,0.029,49.8,66.5,0.101,2.86,0.0,46.9,8.21,0.375,0
A215969,Pipeline,Steel,27.8,0.473,0.74,2.157,10338.0,0.08,43.9,72.2,0.486,1.41,1.6,186.5,4.38,0.377,0
A215970,Bridge,Steel,17.9,0.778,1.0,4.055,5316.0,0.002,43.7,66.3,0.5,1.25,6.2,267.7,6.82,0.574,0
A215971,Bridge,Concrete,53.8,0.312,1.0,4.198,9077.0,0.0,57.9,75.3,0.444,1.53,6.9,127.3,7.97,0.527,0
A215972,Road,Concrete,31.9,0.299,0.405,2.401,20129.0,0.179,53.6,70.6,0.137,0.91,11.3,170.6,8.11,0.314,0
A215973,Building,Asphalt,29.0,0.661,0.291,6.039,19093.0,0.279,44.1,69.5,0.132,,14.8,421.3,0.83,0.4,0
A215974,Bridge,Concrete,18.1,0.473,0.35,,16639.0,0.4,62.4,,0.493,0.61,4.6,91.7,9.99,0.359,0
A215975,Power_System,Concrete,54.4,0.592,0.0,4.052,26846.0,0.162,53.7,43.7,1.0,2.38,2.2,174.9,5.4,0.536,0
A215976,Pipeline,Concrete,23.4,0.198,0.572,,32773.0,0.325,16.3,61.5,0.224,3.02,8.0,84.7,2.41,0.434,0
A215977,Bridge,Composite,49.7,1.0,0.368,5.462,30810.0,0.036,83.1,42.1,0.0,0.1,11.8,114.6,7.12,0.643,0
A215978,Bridge,Composite,37.9,0.175,0.17,3.916,31030.0,0.344,45.2,69.8,0.578,,7.0,128.6,10.7,0.201,1
A215979,Pipeline,Steel,33.7,0.598,0.328,2.007,14694.0,0.27,72.5,84.8,0.495,0.19,13.9,424.0,0.339,0.325,0
A215980,Bridge,Concrete,28.9,1.0,0.878,,23939.0,0.315,53.2,49.8,0.454,2.46,9.4,306.2,7.88,0.686,1
A215981,Bridge,Steel,9.2,0.639,0.23,1.235,34013.0,0.149,86.4,74.9,0.0,0.21,7.0,134.4,7.21,0.35,0
A215982,Power_System,Concrete,52.7,0.0,,2.582,32629.0,0.128,85.0,86.2,0.154,,0.0,317.1,4.66,0.225,0
A215983,Building,Asphalt,37.4,1.0,0.053,3.793,33701.0,0.036,66.7,82.1,0.395,0.1,12.1,354.1,3.98,0.366,0
A215984,Pipeline,Composite,26.3,0.027,0.435,3.885,34818.0,0.076,62.5,,0.495,3.2,6.0,377.3,1.81,0.404,0
A215985,Building,Concrete,16.4,0.144,0.477,2.625,19286.0,0.162,81.9,77.8,0.088,,7.8,294.9,5.31,0.06,0
A215986,Bridge,Asphalt,16.8,0.594,0.61,,32327.0,0.097,54.3,53.1,0.702,0.87,6.5,520.5,6.83,0.392,0
A215987,Road,Steel,34.7,0.666,0.0,4.17,0.0,0.225,52.4,88.6,0.0,0.29,11.9,254.7,9.88,0.301,0
A215988,Bridge,Concrete,47.2,0.02,0.32,3.353,19865.0,0.345,65.8,54.1,0.198,,5.0,195.4,7.39,0.273,0
A215989,Pipeline,Asphalt,22.2,0.552,0.515,2.435,10189.0,0.213,51.7,43.1,0.394,2.07,8.1,153.8,3.38,0.301,0
A215990,Bridge,Steel,36.1,0.646,1.0,4.008,,0.137,63.4,48.1,0.297,1.18,5.0,337.1,8.29,0.588,0
A215991,Bridge,Steel,18.3,0.532,0.383,6.701,19182.0,0.146,73.6,62.1,0.806,1.05,7.3,326.1,10.0,0.507,0
A215992,Power_System,Asphalt,79.9,0.3969267006603598,0.548,2.152,21331.0,0.149,42.4,,0.323,0.92,4.3,167.1,4.37,0.37,0
A215993,Bridge,Steel,33.6,0.741,,,24382.0,0.171,47.1,46.9,0.289,2.63,9.8,120.9,10.25,0.505,0
A215994,Power_System,Asphalt,20.0,,0.677,1.944,10915.0,0.054,58.9,56.3,0.023,1.75,13.9,229.6,7.87,0.189,0
A215995,Pipeline,Concrete,9.0,0.651,0.523,3.925,18555.0,0.23,70.2,,0.684,1.56,5.8,347.4,11.35,0.474,0
A215996,Road,Steel,63.1,0.692,0.262,4.603,41914.0,0.197,51.6,57.9,0.309,,2.4,,10.45,0.289,1
A215997,Bridge,Steel,47.9,0.466,0.758,0.891,12274.0,0.311,71.9,100.0,0.657,0.77,8.9,,3.97,0.53,0
A215998,Road,Steel,56.8,0.482,0.43,3.012,16919.0,0.263,65.8,74.9,0.669,,10.3,351.1,3.87,0.369,0
A215999,Road,Concrete,43.9,0.602,0.341,3.109,7096.0,0.058,46.9,42.0,0.368,0.14,7.3,399.0,2.93,0.41,0
A216000,Pipeline,Composite,25.6,0.755,0.098,3.896,23069.0,0.207,39.8,39.3,0.544,0.79,5.7,,0.05,0.332,0
A216001,Power_System,Composite,42.3,0.136,0.922,5.545,28372.0,0.144,56.0,82.4,0.495,3.24,0.0,24.6,3.05,0.458,0
A216002,Road,Composite,31.9,,0.488,2.575,4896.0,0.138,62.3,45.4,0.369,1.07,2.0,312.7,6.0,0.476,0
A216003,Bridge,Steel,27.9,0.126,,4.937,34037.0,0.154,80.1,92.3,0.595,0.1,1.2,227.7,12.04,0.374,0
A216004,Power_System,Steel,41.9,,0.829,2.788,7546.0,0.178,45.4,46.7,0.818,2.98,7.4,185.6,8.02,0.361,0
A216005,Road,Concrete,45.5,0.649,0.759,3.864,,0.374,58.9,82.2,0.189,,4.5,199.0,10.36,0.553,0
A216006,Road,Composite,63.8,0.395,0.591,5.276,28410.0,0.129,67.5,63.3,0.302,3.36,8.8,136.7,0.05,0.348,0
A216007,Building,Concrete,51.2,0.741,0.78,3.636,13400.0,0.0,100.4,100.0,0.098,2.52,10.1,392.8,0.72,0.429,0
A216008,Pipeline,Composite,49.2,0.546,0.782,5.617,20845.0,0.0,86.1,100.0,0.721,0.76,0.0,201.4,1.37,0.675,1
A216009,Pipeline,Composite,71.1,0.37601853846241723,0.307,,14497.0,0.135,52.3,71.9,0.457,0.49,6.1,170.7,0.85,0.309,0
A216010,Bridge,Composite,29.6,0.436,0.37,1.249,12123.0,0.255,65.4,52.2,0.317,1.48,8.5,94.6,6.99,0.506,0
A216011,Building,Asphalt,13.2,0.149,0.41,5.515,0.0,0.018,87.1,55.3,0.148,1.6,9.1,311.3,10.07,0.291,0
A216012,Bridge,Concrete,34.4,0.497,0.546,,21952.0,0.218,84.8,58.4,0.54,2.35,7.9,405.7,4.87,0.358,0
A216013,Pipeline,Steel,14.3,0.273,0.597,6.51,17045.0,0.121,55.3,56.0,0.345,1.14,9.8,66.5,8.52,0.46,0
A216014,Bridge,Concrete,30.3,0.68,0.719,3.825,14163.0,0.093,65.2,79.9,0.095,3.4,8.3,292.4,2.64,0.504,0
A216015,Bridge,Composite,15.8,0.456,0.182,4.16,20100.0,0.068,48.1,91.4,0.846,1.78,7.8,182.5,13.16,0.552,0
A216016,Pipeline,Concrete,66.9,,0.557,4.991,40881.0,0.257,67.5,62.4,0.706,0.1,10.8,272.9,3.2,0.764,1
A216017,Building,Concrete,44.6,0.183,0.666,0.488,22925.0,0.177,85.5,78.0,0.305,1.72,6.0,427.0,5.34,0.37,0
A216018,Power_System,Composite,43.5,1.0,0.368,4.197,,0.268,45.0,71.7,0.332,1.58,0.0,206.3,4.14,0.473,0
A216019,Pipeline,Steel,22.5,0.528,0.093,3.388,8656.0,0.092,83.0,59.4,0.694,3.33,13.7,206.5,1.4,0.416,1
A216020,Pipeline,Concrete,52.0,0.982,0.954,4.852,11360.0,0.217,61.5,,0.552,3.14,6.2,149.0,4.42,0.683,1
A216021,Pipeline,Steel,37.5,0.923,0.14,4.248,17852.0,0.324,72.0,63.9,0.421,3.66,17.9,354.4,2.37,0.487,0
A216022,Road,Steel,54.9,0.553,0.545,1.512,23917.0,0.37,27.9,67.8,0.161,1.52,5.4,317.9,0.05,0.439,0
A216023,Power_System,Composite,36.2,0.937,0.141,2.407,9260.0,0.0,68.8,64.7,0.782,0.85,11.1,197.8,0.05,0.536,0
A216024,Pipeline,Asphalt,61.1,0.682,0.128,0.987,,0.353,48.1,56.0,0.438,0.1,4.4,265.6,7.28,0.424,0
A216025,Bridge,Steel,20.1,0.468,0.343,1.792,32294.0,0.346,79.5,56.9,0.335,2.42,6.4,259.2,6.05,0.363,0
A216026,Road,Concrete,18.1,0.049,0.246,2.783,27862.0,0.129,42.4,40.6,0.0,0.1,5.5,196.7,8.41,0.209,0
A216027,Road,Steel,26.3,0.352,,3.398,23496.0,0.0,40.1,,0.244,2.22,13.1,126.0,2.61,0.232,0
A216028,Bridge,Composite,58.0,0.525,0.337,5.547,24565.0,0.209,74.8,85.1,0.16,3.67,6.2,357.1,9.57,0.197,0
A216029,Pipeline,Steel,61.6,,1.0,5.302,,0.218,54.7,33.9,0.05,3.93,10.1,110.7,5.74,0.605,0
A216030,Building,Steel,42.5,0.652,0.752,5.2,16308.0,0.149,76.6,82.8,0.561,1.29,5.5,261.6,8.26,0.6,1
A216031,Building,Steel,25.6,0.563,0.341,1.577,10004.0,0.229,64.3,44.7,0.094,2.79,13.8,335.4,7.81,0.337,0
A216032,Building,Asphalt,20.2,0.788,0.352,2.376,7654.0,0.26,49.2,64.3,0.546,1.75,5.9,143.7,4.91,0.366,0
A216033,Power_System,Steel,30.8,0.372,0.809,1.824,23647.0,0.198,69.4,65.6,0.0,1.63,8.5,158.5,4.92,0.255,1
A216034,Bridge,Concrete,83.1,0.6224215411996838,0.604,3.538,14065.0,0.146,69.1,55.5,0.751,2.14,10.0,,6.5,0.304,0
A216035,Pipeline,Steel,44.9,0.649,0.51,2.335,28008.0,0.301,55.4,74.3,0.0,2.08,0.4,375.1,11.25,0.281,0
A216036,Road,Concrete,35.9,0.616,,2.124,11413.0,0.026,50.5,44.6,0.13,3.2,12.5,201.1,2.59,0.461,0
A216037,Building,Asphalt,32.2,0.701,0.21,2.243,13372.0,0.279,105.4,69.8,0.351,0.41,5.6,221.2,0.05,0.425,0
A216038,Pipeline,Steel,62.2,0.633,0.43,3.446,26642.0,0.209,82.9,72.0,0.512,1.59,7.2,,9.43,0.478,0
A216039,Bridge,Composite,35.9,0.543,0.512,,19599.0,0.054,37.1,49.8,0.82,,10.2,,4.85,0.448,0
A216040,Road,Steel,42.5,0.6,0.34,3.28,20682.0,0.0,52.3,42.4,0.159,4.45,4.6,348.9,7.0,0.293,0
A216041,Bridge,Asphalt,34.3,0.304,0.0,4.106,14137.0,0.295,34.0,50.7,0.702,0.67,10.3,,4.28,0.228,0
A216042,Bridge,Steel,79.3,0.665680814582247,0.0,2.228,,0.075,55.6,71.2,0.385,1.88,7.1,364.1,7.48,0.448,0
A216043,Road,Composite,35.1,0.645,0.714,5.768,27306.0,0.198,62.4,48.5,0.615,1.41,0.8,326.7,4.42,0.601,0
A216044,Road,Steel,27.9,0.171,0.816,3.668,43652.0,0.252,103.1,68.5,0.32,,10.8,113.2,2.3,0.404,0
A216045,Road,Steel,62.9,0.937,0.513,3.818,31635.0,0.035,97.4,,0.491,1.48,9.4,386.7,4.18,0.487,0
A216046,Bridge,Concrete,27.2,0.439,0.126,5.001,25090.0,0.252,72.4,62.7,0.531,2.61,7.6,178.8,0.05,0.194,0
A216047,Building,Steel,35.2,0.491,0.0,5.336,4230.0,0.143,71.6,57.6,0.169,1.19,1.3,283.5,8.14,0.32,0
A216048,Bridge,Steel,68.7,0.782,0.003,,,0.174,66.5,92.8,0.319,,5.0,252.0,5.38,0.444,0
A216049,Bridge,Concrete,33.6,0.905,0.405,2.97,34151.0,0.224,92.9,100.0,0.664,0.85,11.0,143.0,3.18,0.522,0
A216050,Pipeline,Concrete,44.6,0.537,0.952,,16828.0,0.035,90.2,50.8,0.265,,10.4,393.6,0.38,0.474,0
A216051,Road,Asphalt,64.3,,0.247,4.276,43114.0,0.299,49.4,70.0,0.39,1.58,6.3,271.9,1.97,0.444,0
A216052,Pipeline,Steel,44.3,,0.431,1.404,16010.0,0.218,29.9,60.5,0.533,4.69,11.3,227.8,2.44,0.599,0
A216053,Bridge,Asphalt,56.7,0.133,0.478,,29140.0,0.224,93.1,68.9,0.351,1.29,8.5,241.8,5.96,0.243,0
A216054,Power_System,Composite,19.2,0.636,,,19646.0,0.292,42.6,96.8,0.0,1.24,4.2,277.3,5.6,0.307,0
A216055,Road,Steel,48.0,0.485,,2.329,25711.0,0.0,101.5,55.3,0.505,3.24,16.0,135.4,3.86,0.368,0
A216056,Building,Composite,17.2,0.475,0.292,3.462,2913.0,0.053,69.3,56.9,0.395,,11.5,263.0,4.66,0.376,0
A216057,Road,Concrete,40.1,0.447,0.21,3.499,36330.0,0.203,56.2,93.5,0.396,2.66,12.0,247.5,8.13,0.186,0
A216058,Building,Asphalt,54.9,0.062,0.307,4.964,11644.0,0.295,91.0,71.9,0.248,0.57,11.7,113.1,7.1,0.251,0
A216059,Bridge,Concrete,26.5,0.527,0.711,2.163,18072.0,0.311,45.2,44.3,0.023,0.1,1.6,173.2,2.63,0.479,0
A216060,Road,Composite,37.6,0.829,0.556,2.345,6930.0,0.385,79.5,68.2,0.088,1.13,6.5,,6.62,0.489,0
A216061,Power_System,Concrete,59.4,0.603,0.295,6.272,8914.0,0.144,39.1,55.5,0.79,1.95,0.0,213.3,4.3,0.434,0
A216062,Bridge,Steel,27.5,0.501,0.754,4.228,3672.0,0.295,67.4,,0.553,2.37,12.1,131.5,14.62,0.481,0
A216063,Building,Composite,10.5,0.622,0.46,0.447,17381.0,0.152,39.3,63.4,0.366,1.29,10.6,370.8,3.44,0.43,0
A216064,Road,Steel,20.5,0.282,0.214,2.994,5656.0,0.31,81.3,69.3,0.082,2.26,7.0,269.6,4.67,0.203,0
A216065,Road,Composite,47.3,,0.434,2.173,13560.0,0.078,79.5,61.3,0.028,0.91,7.6,,10.42,0.346,0
A216066,Road,Concrete,44.0,0.588,0.213,4.901,13971.0,0.209,63.7,83.3,0.342,1.85,6.7,353.2,8.37,0.35,0
A216067,Road,Asphalt,25.8,0.863,0.195,3.326,2675.0,0.204,95.6,61.5,0.0,2.11,14.7,15.0,9.04,0.557,0
A216068,Power_System,Concrete,73.3,0.5803884944194819,0.625,1.631,21781.0,0.278,39.0,90.1,0.16,0.66,4.2,198.5,8.29,0.374,0
A216069,Road,Steel,66.6,0.705,0.0,1.793,30459.0,0.202,44.0,52.4,0.726,1.94,17.5,207.5,12.49,0.434,0
A216070,Bridge,Composite,39.2,0.603,0.566,4.537,0.0,0.247,48.4,68.4,0.287,3.48,13.3,187.8,9.35,0.58,0
A216071,Building,Steel,30.3,0.844,0.48,2.679,11983.0,0.0,39.9,71.0,0.363,1.72,1.4,287.5,0.44400000000000006,0.443,0
A216072,Bridge,Concrete,19.1,,0.353,5.398,25250.0,0.109,78.3,55.2,0.419,0.38,19.1,341.4,6.96,0.332,0
A216073,Pipeline,Composite,23.5,0.772,0.833,3.796,60314.0,0.213,66.8,76.0,0.0,1.16,5.7,313.1,9.08,0.502,0
A216074,Building,Concrete,49.0,0.694,0.018,,32912.0,0.244,77.1,55.7,0.307,1.9,0.0,302.4,10.95,0.248,0
A216075,Road,Steel,16.5,0.341,0.266,3.308,26400.0,0.111,46.3,55.4,0.511,1.77,7.2,259.5,6.91,0.375,0
A216076,Bridge,Steel,23.3,0.142,,3.696,15076.0,0.086,62.8,,0.68,1.06,9.8,239.8,7.43,0.241,0
A216077,Building,Asphalt,33.1,0.459,0.41,6.03,15469.0,0.163,58.4,26.6,0.226,,7.6,288.4,8.79,0.496,0
A216078,Power_System,Concrete,55.1,0.238,0.194,2.815,9861.0,0.192,51.7,62.6,0.111,,4.6,275.5,5.77,0.399,0
A216079,Pipeline,Concrete,18.1,0.835,0.408,4.471,25201.0,0.269,86.6,86.0,0.792,1.72,3.8,369.3,7.85,0.451,0
A216080,Power_System,Asphalt,22.0,0.548,0.889,1.52,13610.0,0.091,73.7,77.3,0.136,1.2,6.3,133.1,5.7,0.46,0
A216081,Road,Asphalt,36.6,0.769,0.512,4.047,15617.0,0.246,92.4,71.0,0.736,2.71,15.4,270.2,6.26,0.444,0
A216082,Bridge,Concrete,33.8,0.584,0.581,0.872,31883.0,0.135,68.0,84.8,0.239,0.71,13.0,341.6,10.71,0.325,1
A216083,Road,Concrete,52.3,0.539,0.68,3.45,26007.0,0.207,40.9,39.8,0.039,0.43,0.1,290.8,5.23,0.564,0
A216084,Building,Concrete,62.9,0.733,0.06,2.055,3171.0,0.165,67.1,,0.986,3.66,2.6,408.4,4.04,0.318,0
A216085,Power_System,Steel,50.0,0.099,0.637,5.604,,0.2,75.7,53.5,0.556,2.44,16.6,208.1,8.35,0.364,0
A216086,Road,Concrete,37.3,0.664,0.0,,34039.0,0.228,77.6,48.4,0.223,0.15,5.9,207.1,9.77,0.174,0
A216087,Building,Concrete,4.7,0.607,0.686,,10986.0,0.053,70.7,79.8,0.256,0.1,14.7,181.3,2.61,0.468,0
